SMILES1,SMILES,INCHIKEY
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,Cl.CN(C)CC\C=C1\c2ccccc2CCc3ccccc13,KFYRPLNVJVHZGT-UHFFFAOYSA-N
Cl.CN[C@@]1(CCCCC1=O)c2ccccc2Cl,Cl.CN[C@@]1(CCCCC1=O)c2ccccc2Cl,VCMGMSHEPQENPE-ZOWNYOTGSA-N
Cl.CN[C@@]1(CCCCC1=O)c2ccccc2Cl,Cl.CN[C@@]1(CCCCC1=O)c2ccccc2Cl,VCMGMSHEPQENPE-ZOWNYOTGSA-N
Cl.CN[C@@]1(CCCCC1=O)c2ccccc2Cl,Cl.CN[C@@]1(CCCCC1=O)c2ccccc2Cl,VCMGMSHEPQENPE-ZOWNYOTGSA-N
Cl.CN[C@@]1(CCCCC1=O)c2ccccc2Cl,Cl.CN[C@@]1(CCCCC1=O)c2ccccc2Cl,VCMGMSHEPQENPE-ZOWNYOTGSA-N
Cl.CN[C@@]1(CCCCC1=O)c2ccccc2Cl,Cl.CN[C@@]1(CCCCC1=O)c2ccccc2Cl,VCMGMSHEPQENPE-ZOWNYOTGSA-N
Cl.CN[C@@]1(CCCCC1=O)c2ccccc2Cl,Cl.CN[C@@]1(CCCCC1=O)c2ccccc2Cl,VCMGMSHEPQENPE-ZOWNYOTGSA-N
Cl.CN[C@]1(CCCCC1=O)c2ccccc2Cl,Cl.CN[C@]1(CCCCC1=O)c2ccccc2Cl,VCMGMSHEPQENPE-BTQNPOSSSA-N
Cl.CN1CC[C@H]([C@@H]1CO)c2c(O)cc(O)c3c2oc(cc3=O)-c4ccc(cc4Cl)C(F)(F)F,Cl.CN1CC[C@H]([C@@H]1CO)c2c(O)cc(O)c3c2oc(cc3=O)-c4ccc(cc4Cl)C(F)(F)F,QCWRANLELLMJSH-OJMBIDBESA-N
Cl.CN1CC[C@H]([C@@H]1CO)c2c(O)cc(O)c3c2oc(cc3=O)-c4ccc(cc4Cl)C(F)(F)F,Cl.CN1CC[C@H]([C@@H]1CO)c2c(O)cc(O)c3c2oc(cc3=O)-c4ccc(cc4Cl)C(F)(F)F,QCWRANLELLMJSH-OJMBIDBESA-N
Cl.CNC[C@@H]1OCCc2ccsc12,Cl.CNC[C@@H]1OCCc2ccsc12,JRDQGVVFSHRVTL-QRPNPIFTSA-N
Cl.CNC[C@@H]1OCCc2ccsc12,Cl.CNC[C@@H]1OCCc2ccsc12,JRDQGVVFSHRVTL-QRPNPIFTSA-N
Cl.COC(=O)c1ccc2c(NC(=O)\C2=C(/Nc3ccc(cc3)N(C)C(=O)CN4CCN(C)CC4)c5ccccc5)n1,Cl.COC(=O)c1ccc2c(NC(=O)\C2=C(/Nc3ccc(cc3)N(C)C(=O)CN4CCN(C)CC4)c5ccccc5)n1,IVBBHVVCCNJSIL-JTHROIFXSA-N
Cl.COC(=O)c1ccc2c(NC(=O)\C2=C(/Nc3ccc(cc3)N(C)C(=O)CN4CCN(C)CC4)c5ccccc5)n1,Cl.COC(=O)c1ccc2c(NC(=O)\C2=C(/Nc3ccc(cc3)N(C)C(=O)CN4CCN(C)CC4)c5ccccc5)n1,IVBBHVVCCNJSIL-JTHROIFXSA-N
Cl.Fc1cc(CN2CC(C2)N3CCOCC3)ccc1CNc4cccc5C(=O)N([C@H]6CCC(=O)NC6=O)C(=O)c45,Cl.Fc1cc(CN2CC(C2)N3CCOCC3)ccc1CNc4cccc5C(=O)N([C@H]6CCC(=O)NC6=O)C(=O)c45,GPLAJWRFGHEJAX-BQAIUKQQSA-N
Cl.N[C@H]1C=C(C\C1=C(\F)F)C(O)=O,Cl.N[C@H]1C=C(C\C1=C(\F)F)C(O)=O,PGDQYCPAAUSFPP-JEDNCBNOSA-N
Cl.NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,Cl.NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,ULFCBIUXQQYDEI-UHFFFAOYSA-N
Cl.NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,Cl.NC(CO)C(=O)NNCc1ccc(O)c(O)c1O,ULFCBIUXQQYDEI-UHFFFAOYSA-N
Cl.NC[C@H]1OB(O)c2c1cccc2OCCCO,Cl.NC[C@H]1OB(O)c2c1cccc2OCCCO,DADYQGIQOBJGIW-HNCPQSOCSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.NC12CC3CC(CC(C3)C1)C2,Cl.NC12CC3CC(CC(C3)C1)C2,WOLHOYHSEKDWQH-UHFFFAOYSA-N
Cl.O=C(NC1CCOCC1)c2csc(c2)[C@@H]3C[C@H]3NCC4CC4,Cl.O=C(NC1CCOCC1)c2csc(c2)[C@@H]3C[C@H]3NCC4CC4,LEEWMGOHGNRDKC-CTHHTMFSSA-N
Cl.O=C(NC1CCOCC1)c2csc(c2)[C@@H]3C[C@H]3NCC4CC4,Cl.O=C(NC1CCOCC1)c2csc(c2)[C@@H]3C[C@H]3NCC4CC4,LEEWMGOHGNRDKC-CTHHTMFSSA-N
Clc1cc(Nc2ncnc3cc(OCCN4CCOCC4)c(NC(=O)C=C)cc23)ccc1OCc5ccccn5,Clc1cc(Nc2ncnc3cc(OCCN4CCOCC4)c(NC(=O)C=C)cc23)ccc1OCc5ccccn5,HIBPKFXWOPYJPZ-UHFFFAOYSA-N
Clc1cccc2cc([nH]c12)C(=O)N[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCCNC4=O)C#N,Clc1cccc2cc([nH]c12)C(=O)N[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCCNC4=O)C#N,BNMFQWUHWYJTRI-BQFCYCMXSA-N
Clc1ccccc1[C@H]2OC(=O)N[C@@H]2c3cncc(c3)C#Cc4ccccc4,Clc1ccccc1[C@H]2OC(=O)N[C@@H]2c3cncc(c3)C#Cc4ccccc4,IAYVUQJOKDFLAL-NHCUHLMSSA-N
CN([C@H]1CCN(Cc2ccccc2)C1)c3cc(F)c(cc3C)S(=O)(=O)Nc4cscn4,CN([C@H]1CCN(Cc2ccccc2)C1)c3cc(F)c(cc3C)S(=O)(=O)Nc4cscn4,UCSHINHOAVARGQ-SFHVURJKSA-N
CN(C)C(=O)N1CC[C@@H](C1)NC(=O)c2c(C)[nH]c(\C=C3/C(=O)Nc4ccc(F)cc34)c2C,CN(C)C(=O)N1CC[C@@H](C1)NC(=O)c2c(C)[nH]c(\C=C3/C(=O)Nc4ccc(F)cc34)c2C,KMIOJWCYOHBUJS-HAKPAVFJSA-N
CN(C)C(=O)N1CC[C@@H](C1)NC(=O)c2c(C)[nH]c(\C=C3/C(=O)Nc4ccc(F)cc34)c2C,CN(C)C(=O)N1CC[C@@H](C1)NC(=O)c2c(C)[nH]c(\C=C3/C(=O)Nc4ccc(F)cc34)c2C,KMIOJWCYOHBUJS-HAKPAVFJSA-N
CN(C)C(=O)N1CC[C@@H](C1)NC(=O)c2c(C)[nH]c(\C=C3/C(=O)Nc4ccc(F)cc34)c2C,CN(C)C(=O)N1CC[C@@H](C1)NC(=O)c2c(C)[nH]c(\C=C3/C(=O)Nc4ccc(F)cc34)c2C,KMIOJWCYOHBUJS-HAKPAVFJSA-N
CN(C)C(=O)N1CC[C@@H](C1)NC(=O)c2c(C)[nH]c(\C=C3/C(=O)Nc4ccc(F)cc34)c2C,CN(C)C(=O)N1CC[C@@H](C1)NC(=O)c2c(C)[nH]c(\C=C3/C(=O)Nc4ccc(F)cc34)c2C,KMIOJWCYOHBUJS-HAKPAVFJSA-N
CN(C)C(=O)N1CC[C@@H](C1)NC(=O)c2c(C)[nH]c(\C=C3/C(=O)Nc4ccc(F)cc34)c2C,CN(C)C(=O)N1CC[C@@H](C1)NC(=O)c2c(C)[nH]c(\C=C3/C(=O)Nc4ccc(F)cc34)c2C,KMIOJWCYOHBUJS-HAKPAVFJSA-N
CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)-c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)-c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,DWZAEMINVBZMHQ-UHFFFAOYSA-N
CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)-c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)-c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,DWZAEMINVBZMHQ-UHFFFAOYSA-N
CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)-c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)-c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,DWZAEMINVBZMHQ-UHFFFAOYSA-N
CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)-c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)-c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,DWZAEMINVBZMHQ-UHFFFAOYSA-N
CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)-c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)-c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,DWZAEMINVBZMHQ-UHFFFAOYSA-N
CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)-c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)-c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,DWZAEMINVBZMHQ-UHFFFAOYSA-N
CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)-c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,CN(C)C1CCN(CC1)C(=O)c2ccc(NC(=O)Nc3ccc(cc3)-c4nc(nc(n4)N5CCOCC5)N6CCOCC6)cc2,DWZAEMINVBZMHQ-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N
CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,QVDSEJDULKLHCG-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,QVDSEJDULKLHCG-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,QVDSEJDULKLHCG-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,QVDSEJDULKLHCG-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,QVDSEJDULKLHCG-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,QVDSEJDULKLHCG-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,QVDSEJDULKLHCG-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,QVDSEJDULKLHCG-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,QVDSEJDULKLHCG-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,QVDSEJDULKLHCG-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,QVDSEJDULKLHCG-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,QVDSEJDULKLHCG-UHFFFAOYSA-N
CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,CN(C)CCc1c[nH]c2cccc(OP(O)(O)=O)c12,QVDSEJDULKLHCG-UHFFFAOYSA-N
